order_date,region,country,product_category,product_name,revenue,cost,shipping_cost,material_cost
2025-05-03,Europe,United Kingdom,Furniture,Storage Cabinet,6557.5,3145.11,327.79,2817.33
2025-10-22,South America,Brazil,Furniture,Storage Cabinet,8493.38,4205.39,400.58,3804.82
2025-09-15,Europe,United Kingdom,Office Supplies,Printer,7588.22,3278.04,510.73,2767.31
2024-07-31,North America,Mexico,Technology,Laptop Pro,9666.01,3689.26,553.07,3136.19
2024-12-04,Asia Pacific,Singapore,Furniture,Storage Cabinet,775.57,349.04,39.68,309.36
2024-06-14,North America,Mexico,Furniture,Ergonomic Chair,9430.16,4215.69,562.43,3653.27
2024-10-12,North America,Canada,Office Supplies,Premium Paper,5137.8,1856.61,296.75,1559.86
2024-11-26,North America,United States,Technology,Smartphone X,9468.52,3598.53,690.94,2907.59
2024-09-07,Europe,Germany,Technology,Cloud Server,1365.62,615.99,50.79,565.2
2024-08-17,North America,Canada,Office Supplies,Premium Paper,3544.45,1778.94,243.69,1535.25
2024-03-18,Europe,Spain,Furniture,Executive Desk,9493.13,3757.56,388.49,3369.08
2025-04-13,Asia Pacific,Japan,Office Supplies,Desk Organizer,4854.65,1855.41,304.86,1550.55
2025-05-17,North America,Mexico,Office Supplies,Premium Paper,9980.85,4862.58,481.98,4380.6
2025-03-17,Asia Pacific,Singapore,Furniture,Ergonomic Chair,3857.81,1668.94,225.36,1443.58
2025-09-18,Asia Pacific,Australia,Technology,Business Tablet,3580.0,1652.88,230.61,1422.27
2025-01-31,North America,Mexico,Furniture,Executive Desk,4709.55,1852.18,227.13,1625.05
2024-10-20,Europe,Spain,Technology,Business Tablet,9449.57,4157.82,345.37,3812.45
2025-11-09,Asia Pacific,Japan,Technology,Cloud Server,8995.09,4302.42,560.05,3742.37
2025-05-27,North America,United States,Office Supplies,Printer,1414.67,525.58,86.94,438.64
2024-07-08,Europe,United Kingdom,Office Supplies,Desk Organizer,3306.26,1262.41,123.81,1138.6
2024-07-28,Europe,France,Office Supplies,Desk Organizer,7767.83,3770.64,412.95,3357.69
2024-01-27,North America,Canada,Technology,Smartphone X,8314.08,3552.35,606.2,2946.15
2024-06-25,Europe,France,Furniture,Ergonomic Chair,8841.51,3622.36,590.96,3031.4
2024-06-26,North America,Canada,Technology,Business Tablet,6617.86,2979.67,205.83,2773.84
2024-09-13,Europe,France,Furniture,Executive Desk,8316.04,4018.82,399.88,3618.95
2025-11-06,North America,Canada,Office Supplies,Printer,6038.45,2056.18,189.28,1866.91
2025-05-04,Asia Pacific,India,Technology,Smartphone X,9090.26,3627.64,457.53,3170.12
2024-03-29,Europe,Germany,Technology,Business Tablet,7539.64,3401.44,314.11,3087.33
2025-05-29,Asia Pacific,Singapore,Technology,Smartphone X,2536.22,1207.85,155.14,1052.71
2025-12-09,North America,Canada,Office Supplies,Desk Organizer,1328.25,555.94,59.13,496.81
2024-05-11,Europe,Germany,Technology,Laptop Pro,7846.08,3664.35,581.73,3082.62
2025-12-25,North America,Mexico,Technology,Smartphone X,874.62,364.25,63.82,300.43
2025-07-27,Europe,France,Furniture,Executive Desk,5782.55,2673.15,379.16,2293.99
2025-08-15,South America,Chile,Office Supplies,Printer,8190.91,2944.78,293.65,2651.13
2025-08-09,Europe,Spain,Furniture,Executive Desk,5374.8,1888.51,219.55,1668.96
2024-11-24,South America,Chile,Furniture,Conference Table,1393.95,676.82,58.09,618.73
2025-03-17,South America,Argentina,Technology,Business Tablet,9751.09,4597.81,631.76,3966.05
2024-03-11,South America,Brazil,Technology,Smartphone X,7062.43,3318.63,244.45,3074.18
2024-04-27,South America,Argentina,Technology,Business Tablet,8224.83,2849.78,345.1,2504.67
2024-07-29,North America,United States,Technology,Business Tablet,9550.51,3704.82,462.19,3242.63
2024-01-29,South America,Brazil,Office Supplies,Desk Organizer,7814.49,3306.0,557.32,2748.68
2025-05-22,South America,Argentina,Furniture,Conference Table,3902.01,1880.42,206.66,1673.77
2024-08-19,Europe,Italy,Furniture,Conference Table,1617.88,556.08,64.38,491.7
2025-05-24,Europe,Germany,Furniture,Executive Desk,3496.84,1752.18,236.92,1515.26
2024-02-01,North America,Mexico,Furniture,Storage Cabinet,8667.28,3311.7,443.99,2867.71
2025-04-17,Europe,Germany,Office Supplies,Printer,4324.64,1995.58,310.79,1684.79
2025-02-10,South America,Chile,Furniture,Conference Table,8682.32,3375.96,592.95,2783.02
2024-08-11,South America,Brazil,Technology,Cloud Server,1526.9,699.81,85.73,614.09
2024-01-10,Europe,Spain,Office Supplies,Premium Paper,3106.31,1113.07,158.55,954.52
2024-09-12,North America,United States,Office Supplies,Office Chair,8521.61,4006.63,428.73,3577.9
2025-07-01,South America,Argentina,Office Supplies,Office Chair,6418.99,2823.29,270.69,2552.6
2024-12-09,Europe,Spain,Office Supplies,Office Chair,1850.34,876.86,85.58,791.28
2025-07-08,North America,Mexico,Office Supplies,Printer,7555.6,3274.28,604.05,2670.23
2024-04-25,North America,Mexico,Technology,Cloud Server,7926.37,4126.03,602.14,3523.89
2025-06-15,North America,United States,Office Supplies,Desk Organizer,5655.28,2792.13,324.56,2467.58
2025-05-15,North America,Canada,Furniture,Conference Table,1881.02,690.2,58.03,632.17
2024-09-21,North America,Canada,Office Supplies,Desk Organizer,3958.88,1574.58,202.12,1372.47
2024-10-07,South America,Chile,Office Supplies,Printer,1433.52,577.66,97.96,479.7
2024-05-13,Europe,Italy,Technology,Laptop Pro,4845.0,1890.59,186.21,1704.38
2025-03-28,South America,Argentina,Technology,Laptop Pro,2971.41,1210.11,89.87,1120.24
2024-04-15,Europe,United Kingdom,Office Supplies,Premium Paper,4013.78,1454.5,143.04,1311.46
2024-11-15,North America,Mexico,Office Supplies,Premium Paper,1190.57,496.19,42.76,453.43
2024-11-10,South America,Brazil,Technology,Cloud Server,1223.22,508.59,46.87,461.72
2024-01-23,Asia Pacific,Australia,Office Supplies,Printer,4101.3,1622.09,175.99,1446.1
2025-02-11,North America,Canada,Furniture,Ergonomic Chair,9286.54,4829.1,729.44,4099.66
2024-08-25,South America,Argentina,Technology,Business Tablet,8166.07,3296.03,603.18,2692.85
2025-11-23,Asia Pacific,Australia,Office Supplies,Printer,8552.2,3452.01,432.0,3020.0
2025-03-10,Europe,Germany,Technology,Laptop Pro,8586.65,3363.15,667.73,2695.41
2025-10-20,North America,United States,Office Supplies,Office Chair,9586.38,4736.84,468.01,4268.83
2025-08-24,South America,Argentina,Furniture,Conference Table,7059.42,3276.16,468.31,2807.85
2025-03-31,North America,Canada,Furniture,Conference Table,5583.25,2637.84,411.7,2226.14
2025-08-17,Asia Pacific,Singapore,Technology,Smartphone X,2957.06,1411.59,178.1,1233.49
2024-03-28,South America,Chile,Office Supplies,Premium Paper,5664.16,2044.98,286.57,1758.41
2025-12-10,Asia Pacific,India,Technology,Business Tablet,8254.34,3733.88,479.57,3254.31
2024-07-12,South America,Argentina,Technology,Laptop Pro,7064.76,2686.44,383.97,2302.46
2025-08-07,Asia Pacific,Australia,Furniture,Executive Desk,3396.37,1375.26,264.01,1111.25
2024-09-18,Asia Pacific,Singapore,Office Supplies,Printer,3289.99,1659.29,260.07,1399.22
2025-12-14,South America,Chile,Furniture,Ergonomic Chair,8525.04,3126.17,401.87,2724.3
2025-05-27,Europe,Germany,Technology,Cloud Server,9685.01,4757.04,772.89,3984.15
2024-03-09,South America,Brazil,Office Supplies,Printer,4879.09,2164.21,215.79,1948.41
2024-11-22,North America,United States,Office Supplies,Premium Paper,8253.09,3831.74,474.88,3356.86
2024-06-15,South America,Argentina,Furniture,Storage Cabinet,7325.1,3422.31,470.09,2952.22
2024-02-17,Europe,Germany,Office Supplies,Premium Paper,4918.67,2361.28,173.0,2188.28
2025-11-30,Asia Pacific,Australia,Office Supplies,Desk Organizer,9544.37,4319.98,400.58,3919.4
2024-10-04,Asia Pacific,Australia,Technology,Business Tablet,2150.44,1005.75,133.02,872.74
2024-09-08,Asia Pacific,Australia,Technology,Smartphone X,6579.11,2870.03,419.25,2450.78
2025-04-28,Asia Pacific,Singapore,Furniture,Storage Cabinet,5950.89,2655.27,374.77,2280.5
2024-02-19,North America,Canada,Office Supplies,Desk Organizer,3102.23,1346.37,203.35,1143.02
2024-04-08,Europe,United Kingdom,Furniture,Conference Table,8893.55,3936.1,295.6,3640.51
2025-06-21,South America,Brazil,Furniture,Ergonomic Chair,1193.35,523.08,35.92,487.16
2025-08-13,Europe,Germany,Office Supplies,Premium Paper,1222.63,590.34,52.44,537.9
2025-01-25,Europe,Germany,Furniture,Conference Table,1073.33,466.52,51.69,414.83
2024-11-06,North America,Mexico,Office Supplies,Desk Organizer,2522.41,1206.3,172.74,1033.56
2025-06-12,Asia Pacific,Japan,Technology,Cloud Server,9999.89,4788.85,785.24,4003.61
2025-07-26,South America,Argentina,Technology,Laptop Pro,4953.18,2080.96,178.56,1902.4
2024-05-30,Asia Pacific,Japan,Technology,Business Tablet,9348.5,3655.94,631.47,3024.46
2025-07-22,Europe,Spain,Technology,Smartphone X,4358.7,1939.8,258.37,1681.42
2025-09-21,South America,Chile,Office Supplies,Desk Organizer,7416.12,2771.99,382.07,2389.92
2024-07-27,North America,Mexico,Furniture,Ergonomic Chair,4864.06,2002.07,243.81,1758.26
2025-11-15,North America,United States,Furniture,Executive Desk,8376.53,3417.52,667.2,2750.32
2025-04-28,Europe,Spain,Technology,Cloud Server,943.11,370.55,52.82,317.73
2024-03-03,South America,Chile,Furniture,Storage Cabinet,7638.87,3682.87,315.03,3367.85
2024-02-07,South America,Chile,Technology,Smartphone X,3093.14,1170.52,116.7,1053.83
2025-12-12,South America,Argentina,Furniture,Ergonomic Chair,5637.84,2855.44,432.39,2423.06
2024-06-29,South America,Argentina,Technology,Cloud Server,8085.21,3593.32,351.31,3242.0
2024-12-14,South America,Argentina,Office Supplies,Office Chair,4557.17,1928.25,290.97,1637.28
2024-04-01,North America,Mexico,Technology,Cloud Server,9980.39,3937.75,537.26,3400.49
2024-12-24,Europe,Germany,Technology,Business Tablet,3671.52,1311.89,137.53,1174.36
2024-07-09,South America,Brazil,Office Supplies,Office Chair,1054.3,406.87,70.81,336.06
2025-11-10,Asia Pacific,Australia,Technology,Business Tablet,9548.24,3474.68,291.27,3183.4
2024-02-03,South America,Argentina,Technology,Cloud Server,2657.45,979.88,148.14,831.73
2024-05-30,North America,Canada,Office Supplies,Desk Organizer,7574.0,2965.01,274.61,2690.39
2025-12-26,North America,Canada,Furniture,Executive Desk,1087.56,534.87,78.33,456.54
2024-08-02,South America,Chile,Office Supplies,Office Chair,2344.16,973.79,97.35,876.45
2024-09-21,North America,United States,Furniture,Ergonomic Chair,7122.94,2857.9,550.77,2307.13
2025-06-16,North America,Canada,Technology,Smartphone X,5224.28,1950.53,244.76,1705.76
2025-08-16,North America,United States,Technology,Smartphone X,8194.17,3923.75,583.65,3340.1
2025-12-16,Europe,Germany,Furniture,Ergonomic Chair,1854.46,1164.58,268.12,896.45
2024-01-12,Asia Pacific,Japan,Technology,Smartphone X,8925.45,3263.92,323.01,2940.92
2025-10-03,North America,Mexico,Office Supplies,Printer,4286.92,1924.96,146.29,1778.67
2025-01-03,South America,Chile,Furniture,Executive Desk,3059.13,1125.51,107.23,1018.29
2025-06-20,Asia Pacific,India,Office Supplies,Desk Organizer,5927.98,2304.05,182.75,2121.31
2025-10-30,South America,Argentina,Office Supplies,Printer,3418.05,1619.28,220.66,1398.62
2024-04-08,Asia Pacific,Singapore,Furniture,Conference Table,4903.89,2216.86,253.79,1963.06
2024-01-31,Asia Pacific,Japan,Furniture,Conference Table,6477.77,2784.99,404.11,2380.87
2025-09-08,South America,Chile,Furniture,Ergonomic Chair,6359.03,2655.14,496.5,2158.64
2025-06-22,North America,Mexico,Furniture,Executive Desk,2599.01,1154.04,196.25,957.79
2025-04-24,North America,Mexico,Technology,Laptop Pro,7087.16,2421.52,271.08,2150.45
2025-08-31,Asia Pacific,Singapore,Office Supplies,Printer,7904.09,3703.18,524.63,3178.55
2024-05-10,Asia Pacific,India,Office Supplies,Desk Organizer,4626.81,2309.68,289.03,2020.65
2025-02-18,Europe,Italy,Furniture,Storage Cabinet,2619.96,1036.27,133.3,902.97
2024-04-05,Asia Pacific,Singapore,Technology,Smartphone X,5815.38,2410.7,353.47,2057.23
2024-01-01,North America,Mexico,Office Supplies,Office Chair,3448.99,1647.01,169.2,1477.81
2024-06-05,Europe,United Kingdom,Office Supplies,Desk Organizer,2799.13,1249.25,125.25,1123.99
2025-08-09,South America,Brazil,Furniture,Ergonomic Chair,6343.32,3057.45,281.97,2775.48
2024-07-24,Asia Pacific,Australia,Furniture,Ergonomic Chair,4440.2,1902.4,280.29,1622.1
2025-01-11,North America,United States,Office Supplies,Premium Paper,5378.7,1964.62,175.77,1788.85
2024-04-03,Europe,France,Furniture,Storage Cabinet,9430.14,3827.01,460.21,3366.8
2025-11-30,North America,Canada,Furniture,Storage Cabinet,6739.71,2932.93,444.76,2488.17
2024-07-09,North America,Mexico,Technology,Business Tablet,9222.18,3928.8,536.86,3391.94
2025-09-04,Europe,Italy,Furniture,Storage Cabinet,548.34,192.25,19.85,172.4
2025-09-09,Europe,United Kingdom,Furniture,Storage Cabinet,4265.14,2033.08,132.84,1900.24
2025-03-28,North America,Mexico,Technology,Cloud Server,3440.65,1689.22,180.17,1509.06
2025-07-25,North America,Mexico,Office Supplies,Printer,6333.36,2777.08,278.48,2498.61
2025-05-10,South America,Brazil,Furniture,Executive Desk,6194.97,2789.41,470.34,2319.07
2024-10-26,Asia Pacific,India,Technology,Business Tablet,3825.66,1591.37,162.0,1429.37
2024-10-05,South America,Argentina,Furniture,Ergonomic Chair,2921.95,1211.83,118.84,1093.0
2024-08-27,South America,Chile,Technology,Business Tablet,1742.3,824.12,54.88,769.24
2024-12-05,South America,Argentina,Office Supplies,Premium Paper,5754.7,2510.88,402.5,2108.38
2024-11-06,South America,Argentina,Technology,Smartphone X,9778.31,4026.51,691.96,3334.56
2024-12-29,Europe,Spain,Office Supplies,Printer,6380.21,2713.24,317.44,2395.8
2024-11-27,Europe,France,Technology,Laptop Pro,5359.29,2385.86,319.33,2066.53
2025-11-20,South America,Argentina,Office Supplies,Office Chair,3019.57,1214.08,207.52,1006.55
2024-08-25,Asia Pacific,Australia,Furniture,Storage Cabinet,6151.21,2227.51,219.01,2008.5
2024-04-14,Asia Pacific,Singapore,Technology,Smartphone X,5291.84,1934.59,296.64,1637.95
2024-02-16,North America,Canada,Office Supplies,Desk Organizer,6408.03,2481.82,192.46,2289.36
2024-11-02,Europe,France,Office Supplies,Desk Organizer,2965.79,1165.4,152.78,1012.61
2025-08-19,Europe,Germany,Office Supplies,Premium Paper,2269.5,826.71,106.44,720.27
2024-08-31,South America,Chile,Office Supplies,Printer,5736.87,2389.13,316.3,2072.82
2025-12-19,Europe,Spain,Furniture,Executive Desk,902.85,582.71,102.29,480.42
2024-08-09,Asia Pacific,Japan,Furniture,Storage Cabinet,7289.16,3129.16,219.14,2910.02
2024-08-16,Asia Pacific,Australia,Furniture,Executive Desk,7780.99,2826.0,461.46,2364.54
2025-05-08,North America,Mexico,Technology,Laptop Pro,9919.42,4623.15,331.6,4291.55
2024-10-28,Asia Pacific,Singapore,Technology,Laptop Pro,9156.6,3965.53,450.86,3514.67
2025-10-31,Europe,Spain,Office Supplies,Premium Paper,2302.08,1542.38,351.36,1191.02
2024-12-10,Europe,Spain,Technology,Smartphone X,8416.48,3729.1,476.48,3252.62
2024-03-24,South America,Chile,Office Supplies,Premium Paper,5088.76,2251.98,316.01,1935.97
2025-09-16,North America,Mexico,Technology,Smartphone X,7636.53,3930.06,553.5,3376.56
2025-01-09,Europe,Italy,Furniture,Executive Desk,6201.54,2422.95,484.6,1938.35
2024-08-13,North America,United States,Technology,Smartphone X,3154.76,1359.82,246.34,1113.48
2024-02-13,Asia Pacific,India,Furniture,Executive Desk,9464.86,4523.51,510.16,4013.35
2025-11-23,Europe,Italy,Office Supplies,Printer,5460.43,3589.42,723.26,2866.16
2025-02-01,South America,Brazil,Technology,Smartphone X,9098.6,4416.29,609.9,3806.39
2024-02-03,North America,United States,Office Supplies,Printer,9460.33,3963.11,515.77,3447.33
2024-04-05,North America,United States,Technology,Cloud Server,956.63,433.91,54.63,379.29
2024-05-04,North America,Mexico,Furniture,Conference Table,8810.62,3987.88,532.47,3455.41
2024-08-14,North America,United States,Technology,Business Tablet,3893.18,1894.5,215.68,1678.83
2025-05-22,North America,United States,Office Supplies,Office Chair,2601.04,1272.97,184.15,1088.81
2024-12-15,South America,Chile,Furniture,Executive Desk,8535.28,4245.58,556.45,3689.13
2025-10-10,Europe,Spain,Office Supplies,Premium Paper,9685.42,5785.72,1050.47,4735.25
2024-02-20,North America,Canada,Technology,Laptop Pro,4347.01,1635.67,152.84,1482.82
2025-12-06,Europe,United Kingdom,Office Supplies,Desk Organizer,8478.43,5758.15,1101.97,4656.18
2024-04-14,Asia Pacific,India,Furniture,Conference Table,3095.16,1324.01,133.65,1190.36
2025-08-02,Asia Pacific,India,Office Supplies,Premium Paper,6110.91,2986.67,409.49,2577.17
2025-05-28,Europe,Italy,Technology,Cloud Server,2991.62,1254.87,178.62,1076.25
2024-08-13,Asia Pacific,India,Office Supplies,Printer,1845.77,888.42,62.59,825.83
2024-05-26,Europe,United Kingdom,Furniture,Ergonomic Chair,4815.86,2366.69,301.12,2065.57
2025-03-17,North America,Canada,Technology,Business Tablet,4814.32,2277.91,290.02,1987.89
2025-09-06,Asia Pacific,Japan,Technology,Laptop Pro,4212.09,1991.42,186.53,1804.89
2024-05-22,South America,Brazil,Office Supplies,Printer,6886.81,2838.99,385.23,2453.76
2025-08-19,Europe,France,Furniture,Storage Cabinet,1730.03,863.05,134.71,728.34
2024-03-27,Europe,Italy,Office Supplies,Office Chair,7802.92,3377.03,403.95,2973.08
2024-07-13,Asia Pacific,Japan,Office Supplies,Desk Organizer,8823.23,3976.99,543.21,3433.78
2025-11-22,South America,Argentina,Furniture,Executive Desk,1686.89,663.47,63.88,599.58
2025-05-24,South America,Chile,Office Supplies,Premium Paper,2002.3,1012.4,142.35,870.05
2025-05-24,North America,United States,Technology,Smartphone X,3561.75,1492.65,278.0,1214.65
2024-12-14,North America,Canada,Furniture,Storage Cabinet,8395.85,2906.26,386.64,2519.62
2025-06-19,Asia Pacific,Singapore,Technology,Cloud Server,2207.65,942.13,159.97,782.16
2024-12-13,North America,United States,Furniture,Ergonomic Chair,9127.83,4391.28,424.65,3966.63
2024-03-30,North America,Mexico,Technology,Business Tablet,4028.94,1645.93,187.22,1458.7
2025-09-30,North America,Canada,Furniture,Conference Table,2800.9,1078.13,184.56,893.57
2024-05-06,Europe,Spain,Technology,Smartphone X,9252.89,4280.56,701.56,3579.0
2024-08-19,Europe,United Kingdom,Furniture,Executive Desk,3169.86,1203.95,238.27,965.68
2025-05-12,North America,Canada,Furniture,Conference Table,6968.68,3268.83,514.27,2754.55
2025-05-08,North America,Mexico,Office Supplies,Premium Paper,7685.09,2691.61,274.65,2416.96
2025-06-27,North America,United States,Technology,Smartphone X,5174.82,2661.53,379.18,2282.35
2025-06-13,Europe,Spain,Technology,Laptop Pro,9621.08,4607.98,561.32,4046.65
2024-06-03,Asia Pacific,Japan,Office Supplies,Printer,9937.11,4359.66,604.45,3755.21
2025-03-21,North America,Mexico,Office Supplies,Printer,5287.38,2177.66,233.24,1944.43
2024-12-21,North America,Canada,Technology,Business Tablet,5271.55,2528.96,196.02,2332.94
2025-05-20,North America,Canada,Office Supplies,Printer,7604.59,2778.23,350.54,2427.68
2024-11-30,Europe,Germany,Office Supplies,Office Chair,5758.62,2469.95,456.34,2013.6
2024-09-14,Asia Pacific,Australia,Technology,Smartphone X,5352.45,2146.95,162.48,1984.47
2024-09-25,South America,Argentina,Office Supplies,Desk Organizer,4107.06,1597.82,132.3,1465.52
2024-05-11,South America,Argentina,Office Supplies,Desk Organizer,1250.79,541.03,41.0,500.03
2025-04-28,Asia Pacific,Japan,Technology,Smartphone X,7309.44,2971.28,350.82,2620.46
2024-07-13,Europe,United Kingdom,Furniture,Conference Table,4263.26,1607.4,267.49,1339.91
2025-05-07,Asia Pacific,India,Office Supplies,Printer,2588.74,1116.85,93.43,1023.42
2025-01-31,Europe,United Kingdom,Office Supplies,Printer,1852.2,885.62,110.9,774.72
2024-11-09,Asia Pacific,Singapore,Office Supplies,Printer,9349.95,3663.2,558.73,3104.46
2025-09-19,South America,Brazil,Technology,Business Tablet,2654.43,1319.68,197.38,1122.3
2025-08-17,South America,Brazil,Furniture,Storage Cabinet,8499.0,3439.73,294.17,3145.57
2024-02-16,North America,Mexico,Office Supplies,Office Chair,3297.68,1466.74,180.77,1285.97
2025-12-29,Asia Pacific,Singapore,Furniture,Executive Desk,7469.79,3086.07,258.57,2827.49
2025-05-02,South America,Brazil,Furniture,Conference Table,1598.23,676.97,60.21,616.76
2025-09-13,Asia Pacific,Japan,Office Supplies,Desk Organizer,9787.49,3614.68,356.05,3258.63
2024-10-22,Europe,France,Technology,Laptop Pro,2021.69,811.67,148.69,662.98
2024-11-25,Asia Pacific,India,Office Supplies,Premium Paper,3253.46,1193.67,116.74,1076.93
2024-11-15,North America,Canada,Furniture,Storage Cabinet,3441.71,1526.97,250.99,1275.98
2024-09-18,Europe,Italy,Technology,Smartphone X,4325.55,1910.03,345.62,1564.42
2024-12-27,South America,Brazil,Technology,Cloud Server,4087.44,1821.61,155.74,1665.87
2025-07-16,North America,United States,Technology,Smartphone X,1648.76,766.63,66.98,699.65
2025-05-30,South America,Chile,Technology,Cloud Server,5778.17,2260.75,300.57,1960.18
2025-03-12,Asia Pacific,Japan,Furniture,Conference Table,2376.83,823.89,106.88,717.0
2025-01-03,South America,Chile,Technology,Laptop Pro,9051.27,3968.66,709.0,3259.66
2024-02-03,Asia Pacific,Australia,Technology,Laptop Pro,2226.19,920.67,168.54,752.13
2024-07-29,Asia Pacific,Australia,Furniture,Executive Desk,1568.42,664.37,71.31,593.06
2025-03-19,Asia Pacific,India,Technology,Business Tablet,2222.5,786.33,109.88,676.45
2024-08-28,South America,Chile,Furniture,Executive Desk,5001.48,2258.04,226.8,2031.24
2025-12-28,North America,Canada,Office Supplies,Premium Paper,1290.05,527.01,60.51,466.5
2024-12-24,Asia Pacific,Australia,Furniture,Ergonomic Chair,2085.74,935.21,114.68,820.53
2024-07-21,Europe,France,Office Supplies,Office Chair,9141.1,3819.99,537.59,3282.4
2024-06-30,South America,Argentina,Office Supplies,Desk Organizer,5436.83,2282.06,262.63,2019.44
2024-08-02,Asia Pacific,Singapore,Technology,Smartphone X,8417.77,3371.87,456.89,2914.99
2025-09-01,Europe,Spain,Office Supplies,Office Chair,7857.08,3775.77,244.94,3530.83
2025-07-14,Asia Pacific,Japan,Office Supplies,Desk Organizer,8622.17,3355.65,520.7,2834.95
2024-01-14,South America,Argentina,Technology,Business Tablet,8725.92,2955.67,294.5,2661.18
2024-08-17,Europe,United Kingdom,Office Supplies,Premium Paper,3424.27,1258.26,136.77,1121.5
2024-09-14,South America,Chile,Technology,Laptop Pro,2984.71,1248.78,91.45,1157.33
2024-01-03,South America,Brazil,Office Supplies,Printer,8342.43,3641.74,258.01,3383.73
2025-10-05,Europe,United Kingdom,Office Supplies,Office Chair,5538.0,3741.74,743.96,2997.77
2025-04-17,North America,Canada,Office Supplies,Office Chair,9789.18,4281.05,486.72,3794.34
2024-02-16,North America,United States,Office Supplies,Office Chair,4607.31,1714.98,178.18,1536.81
2025-01-07,South America,Chile,Furniture,Storage Cabinet,9818.7,5006.84,741.89,4264.96
2025-09-27,South America,Brazil,Furniture,Ergonomic Chair,3938.16,1824.18,239.85,1584.34
2024-06-09,South America,Argentina,Technology,Laptop Pro,1598.5,662.16,102.13,560.03
2024-04-08,South America,Chile,Office Supplies,Office Chair,6440.83,2571.62,462.67,2108.94
2025-02-27,Europe,Spain,Office Supplies,Printer,4359.86,1916.49,247.65,1668.84
2025-10-18,South America,Brazil,Technology,Business Tablet,6898.73,3092.22,531.81,2560.41
2025-05-27,South America,Argentina,Furniture,Ergonomic Chair,8378.13,4340.91,634.98,3705.93
2025-02-24,Asia Pacific,Australia,Office Supplies,Premium Paper,2098.05,806.94,114.34,692.6
2025-05-19,South America,Argentina,Furniture,Storage Cabinet,8180.51,3980.16,546.19,3433.97
2025-06-14,South America,Chile,Furniture,Storage Cabinet,4157.6,1654.98,246.0,1408.98
2024-09-28,South America,Chile,Technology,Business Tablet,3859.04,1779.66,258.22,1521.44
2024-10-08,South America,Argentina,Office Supplies,Premium Paper,7310.56,2563.32,227.91,2335.4
2025-01-08,North America,Canada,Office Supplies,Office Chair,6204.9,2277.71,411.07,1866.65
2025-11-26,South America,Argentina,Technology,Business Tablet,3661.28,1303.76,190.56,1113.2
2024-12-23,Asia Pacific,India,Office Supplies,Premium Paper,4058.68,1703.63,162.09,1541.54
2025-06-30,Asia Pacific,Singapore,Furniture,Conference Table,2272.03,984.83,96.3,888.53
2025-09-07,South America,Argentina,Furniture,Executive Desk,7117.96,2922.24,491.43,2430.81
2025-05-01,North America,Canada,Technology,Laptop Pro,9692.11,4513.51,333.1,4180.41
2024-01-02,South America,Brazil,Technology,Business Tablet,8465.09,3211.9,273.38,2938.52
2024-05-24,South America,Argentina,Furniture,Conference Table,8758.82,3738.83,517.39,3221.44
2024-07-29,North America,Canada,Office Supplies,Desk Organizer,3170.76,1359.11,204.78,1154.33
2025-02-07,South America,Chile,Technology,Smartphone X,2574.9,1198.34,94.82,1103.52
2025-05-12,North America,Mexico,Furniture,Storage Cabinet,3012.34,1167.83,112.46,1055.38
2024-02-24,Asia Pacific,India,Technology,Laptop Pro,700.91,312.64,36.31,276.33
2025-05-09,Europe,Spain,Office Supplies,Premium Paper,4221.53,2066.99,182.03,1884.97
2025-04-17,South America,Chile,Furniture,Storage Cabinet,2420.75,898.7,101.19,797.51
2024-01-23,South America,Brazil,Office Supplies,Printer,2542.15,1071.07,185.86,885.21
2025-01-15,Asia Pacific,Singapore,Furniture,Conference Table,8622.62,3223.71,607.27,2616.44
2024-12-18,North America,Canada,Technology,Smartphone X,7725.0,2738.69,387.6,2351.1
2025-06-24,South America,Argentina,Office Supplies,Desk Organizer,1074.39,413.73,77.69,336.05
2025-12-17,Europe,France,Furniture,Conference Table,2771.98,1941.69,372.0,1569.69
2024-05-10,North America,Canada,Office Supplies,Printer,3957.2,1791.57,221.78,1569.79
2024-10-31,Europe,France,Technology,Cloud Server,4406.65,1787.03,134.18,1652.86
2025-12-11,Europe,Italy,Furniture,Executive Desk,7705.7,5288.45,938.57,4349.88
2024-01-31,South America,Argentina,Technology,Cloud Server,840.22,343.24,33.82,309.42
2025-07-04,Asia Pacific,Singapore,Furniture,Ergonomic Chair,5366.76,1931.89,163.86,1768.03
2024-09-17,Asia Pacific,Singapore,Technology,Cloud Server,9332.12,3672.39,412.83,3259.56
2025-11-25,Europe,United Kingdom,Office Supplies,Office Chair,5052.48,3288.79,768.04,2520.75
2025-07-21,North America,Mexico,Office Supplies,Printer,2834.19,1399.05,145.68,1253.37
2025-06-15,Asia Pacific,Australia,Office Supplies,Printer,8943.2,3984.85,562.97,3421.88
2024-11-19,North America,United States,Technology,Smartphone X,9731.32,3565.24,596.69,2968.55
2025-01-15,South America,Brazil,Furniture,Ergonomic Chair,1967.89,909.08,135.91,773.18
2024-05-07,Asia Pacific,Japan,Technology,Laptop Pro,9039.86,4076.65,541.54,3535.11
2025-09-29,South America,Argentina,Technology,Smartphone X,702.64,326.47,52.4,274.07
2024-09-08,Asia Pacific,Singapore,Office Supplies,Printer,9706.0,4641.78,305.42,4336.36
2025-09-03,Europe,United Kingdom,Office Supplies,Premium Paper,8140.95,3604.95,329.09,3275.86
